employer_id,employer_name,employer_category,parent_employer_id,created,active_workers,worksite_roles,agreements,aliases,lineage,oa_universe_entity,proposed_canonical,proposed_relationship,proposed_action,open_question,decision,decided_by,decided_on
5,INPEX - ICHTHYS OPERATIONS,,,2026-03-10,215,2,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Inpex,690 INPEX Operations Australia Pty Ltd,workgroup → merge into legal employer 690 + coverage onto agreement,"EA 5 → 690; agreement_worksites 7 Ichthys LNG (exists) + add 146 Explorer CPF and 160 Inpex Venturer FPSO (105 + 70 of 215 workers; DA1.2 settles the Ichthys family); scope production_operations; 215 workers, 2 roles, 2 worksites (operator_id) move; pre-step: upcoming_project_employers 2 rows (SET NULL) → 690; alias = row name; round=R1",—,Merge into 690 Inpex; agreement coverage = Ichthys (D2),operator,2026-09-22
734,Inverse Group,Subcontractor,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),734 Inverse Group,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Montara Venture 2, BW Offshore FPSO 1; ABN: operator lookup; round=R3",S22,,,
743,IQIP,Subcontractor,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),743 IQIP,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 0 workers (piling equipment); ABN: operator lookup; round=R3,S22,,,
88,ISOLOGICS,,,2026-03-10,0,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",KAEFER (ISOLOGIC),88 Isologics Pty Ltd,keep,"kind=contractor (insulation); agreement_entity=true (EA 120); abn=93 614 949 898 (source=abr, 2026-09-24) — own company, no KAEFER link on ABR; no parent; confidence=L; round=R3",Q-E15 (S7),,,
693,Jadestone,Principal_Employer,,2026-03-13,0,0,0,0,"M manual (principal employers, Mar 2026)",Jadestone Energy (Tier 2),693 Jadestone Energy (Australia) Pty Ltd,"keep (survivor: absorbs 695, 6, 7)","kind=operator_tier2; agreement_entity=true (EAs 6, 121, 7); legal_name=Jadestone Energy (Australia) Pty Ltd; abn=48 613 671 819 (source=abr, 2026-09-24); aliases+=[Jadestone, JADESTONE ENERGY]; round=R1",Q-E4 (S2),,,
695,JADESTONE ENERGY,,,2026-03-31,0,0,0,0,"M manual (principal employers, Mar 2026)",Jadestone Energy (Tier 2),693 Jadestone Energy (Australia) Pty Ltd,same_entity → merge into 693,"victim (0 workers, parent of 6, 7 — both merge in the same call); alias JADESTONE ENERGY (trailing space trimmed); round=R1",Q-E4 (S2),,,
6,JADESTONE ENERGY MONTARA VENTURE,,695,2026-03-10,39,2,2,1,"A agreements spreadsheet (employer_wizard, Mar 2026)",Jadestone,693 Jadestone Energy (Australia) Pty Ltd,workgroup → merge into legal employer 693 + coverage onto agreement,EAs 6 (current) + 121 (expired) → 693; agreement_worksites 15 Montara Venture FPSO (exists for 6; add for 121); scope production_operations; 39 workers move; pre-step: re-point its alias JADESTONE ENERGRY MONTARA VENTURE to 693 (merge_employers cascades a victim's aliases away); campaigns: none; round=R1,—,Merge into the surviving Jadestone row; agreement coverage = Montara Venture FPSO (D2); survivor 693 vs 695 to confirm (Q-E4),operator,2026-09-22
7,JADESTONE ENERGY STAG CPF,,695,2026-03-10,26,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Jadestone,693 Jadestone Energy (Australia) Pty Ltd,workgroup → merge into legal employer 693 + coverage onto agreement,"EA 7 → 693; agreement_worksites 16 Stag CPF (exists); scope production_operations; 26 workers move (22 have no worksite); campaign 58 Jadestone Stag re-keyed 7 → 693: AND with worksite 16 Stag CPF, 0 victim workers from 6/693/695 at Stag CPF → membership unchanged (28); round=R1",—,Merge into the surviving Jadestone row; agreement coverage = Stag CPF (D2); survivor to confirm (Q-E4),operator,2026-09-22
801,Jan De Nul,,,2026-06-10,3,1,0,0,B2 worker import / manual (Apr–Aug 2026),Jan De Nul,801 Jan De Nul,keep,kind=prime_contractor (dredging / marine construction); confidence=M; round=R3,—,,,
41,JETWAVE MARINE SERVICES PTY. LTD.,,,2026-03-10,3,4,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Jetwave Marine,41 Jetwave Marine Services Pty Ltd,keep,kind=contractor (vessel operator); agreement_entity=true (EA 42); round=R2,—,,,
828,Joyce Krane,Subcontractor,,2026-09-20,2,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",(check OA Universe),828 Joyce Krane,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Gorgon LNG 3 (crane hire); ABN: operator lookup; round=R3,S22,,,
735,JPS Management & Execution,Subcontractor,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),735 JPS Management & Execution,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Wheatstone LNG, Prelude FLNG, Perth office; ABN: operator lookup; round=R3",S22,,,
704,Kaefer Integrated Services Pty Ltd,Subcontractor,,2026-04-01,20,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",KAEFER (ISOLOGIC),704 KAEFER Integrated Services Pty Ltd,keep,"kind=contractor; abn=83 009 046 191 (source=abr, 2026-09-24); aliases+=[Kaefer, KAEFER (ISOLOGIC)? no — ISOLOGIC stays on 88]; round=R2",Q-E15 (S7),,,
725,KBSS Engineering,Subcontractor,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",KBSS,725 KBSS Engineering,keep,kind=contractor; round=R3,—,,,
718,Kent Offshore,Subcontractor,,2026-04-01,4,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),718 Kent Offshore,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Explorer CPF 2, Inpex Venturer 1, Wheatstone LNG 2; ABN: operator lookup; round=R3",S22,,,
21,LEGENEERING (AUST.) PTY LTD,,,2026-03-10,83,0,3,1,"A agreements spreadsheet (employer_wizard, Mar 2026)",Legeneering,21 Legeneering (Aust) Pty Ltd,keep,"kind=contractor; agreement_entity=true (EAs 21, 80; 124 → Legeneering Services child if S17); abn=45 112 645 468 (source=abr, 2026-09-24); round=R2",S17,,,
730,LifeFlight,Specialist,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),730 LifeFlight,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Broome Airport 1; map: no offshore O&G role found — aeromedical; universe edge; ABN: operator lookup; round=R3,S22,,,
767,Maersk,Subcontractor,,2026-04-01,1,2,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Maersk (drilling),767 Maersk,keep (pending S21),Maersk Drilling combined with Noble (2022): if the row is Maersk Drilling → merge into 73 (campaign 57 names 767 but not 73: its 1 worker leaves 57 unless 73 is added first); if Maersk Supply Service → keep as vessel operator; round=R3,S21,,,
768,Maritime Constructions,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),768 Maritime Constructions,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 1 worker, no worksite; ABN: operator lookup; round=R3",S22,,,
68,MCDERMOTT AUSTRALIA PTY LTD,,,2026-03-10,108,3,4,1,"A agreements spreadsheet (employer_wizard, Mar 2026)",McDermott Australia (+ Crewing Services),68 McDermott Australia Pty. Ltd.,keep,"kind=prime_contractor (marine key client); agreement_entity=true (EAs 81, 127; 101, 102 to Crewing child if S17); abn=99 002 736 352 (source=abr, 2026-09-24); watch contractor 4 to link; campaign 26 keyed; round=R2",S17,,,
744,Mechanical Project Services,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),744 Mechanical Project Services,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Wheatstone Platform 1; ABN: operator lookup; round=R3,S22,,,
769,Medical Rescue,Specialist,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),769 Medical Rescue,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Prelude FLNG 1 (offshore medic); ABN: operator lookup; round=R3,S22,,,
770,MEGT Australia,Subcontractor,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",MEGT (group training),770 MEGT Australia,keep,kind=labour_hire (group training host); round=R3,—,,,
829,MER Solutions: Port Hedland,,,2026-09-20,0,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",(check OA Universe),(out of universe),"out_of_universe (recommended, L)",0 workers; created by the September sync; Port Hedland (iron-ore port) name; round=R3,S23,,,
745,Mermaid Marine,Subcontractor,,2026-04-01,1,1,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",MMA Offshore (Mermaid Marine Australia),705 Cyan Vessel Operations Pty Ltd,same_entity → merge into 705 (D12),1 worker at 175 MMA Inscription → campaign 57 (worksite list contains 175; 745 not in its employer list) +1 member; 1 role moves; alias Mermaid Marine; round=R2,S15,Merge into 705 Cyan Renewables with alias Mermaid Marine (D12),operator,2026-09-22
719,Mitsui E&P Australia,Subcontractor,,2026-04-01,11,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),719 Mitsui E&P Australia Pty Ltd,keep,"kind=operator_tier2 (Waitsia operator; 6 of 11 workers at Karratha Gas Plant, 4 at Waitsia) — confirm; abn=45 108 437 529 (source=abr, 2026-09-24); round=R1",S26,,,
25,MIZCO PTY LTD,,,2026-03-10,0,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Mizco,25 Mizco Pty Ltd,keep,kind=contractor; agreement_entity=true (EA 25 expired; Ichthys); round=R3,—,,,
699,MMA,Specialist,,2026-03-31,1,1,2,0,"M manual (principal employers, Mar 2026)",MMA Offshore → Cyan Renewables,705 Cyan Vessel Operations Pty Ltd,same_entity → merge into 705 (D12),"pre-step: DELETE alias MMA → 26 before the merge; EAs 43, 53 move; 1 worker (no worksite) → campaign 57 unchanged (0 at its worksites); 1 worksite principal + 1 role move; alias MMA; round=R2",—,Merge into 705 Cyan Renewables with alias MMA; delete alias MMA -> Monadelphous (D12),operator,2026-09-22
771,Mobilize,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),771 Mobilize,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Wandoo A 1; ABN: operator lookup; round=R3,S22,,,
703,Modec,Subcontractor,,2026-04-01,25,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)","MODEC (Tier 2 facility operator, Pyrenees Venture)",93 MODEC Management Services Pte. Ltd.,same_entity → merge into 93,"victim; 25 workers (20 Pyrenees Venture FPSO, 5 Montara Venture FPSO) move; no campaign or unit_basis refs; alias Modec; round=R1",Q-E6 (S3),One MODEC row under the legal-entity rule (D2); survivor 93 vs 703 to confirm (Q-E6),operator,2026-09-22
93,MODEC Management Services,,,2026-03-10,0,1,3,1,"A agreements spreadsheet (employer_wizard, Mar 2026)",MODEC,93 MODEC Management Services Pte. Ltd.,keep (survivor: absorbs 703),"kind=operator_tier2 (facility operator on Pyrenees; owner classification Tier 2); agreement_entity=true (EAs 8, 128, 129); legal_name=MODEC Management Services Pte. Ltd.; abn=18 109 283 810 (source=abr, 2026-09-24); aliases+=[Modec, MODEC]; keeps mobilisation signal/alert refs; round=R1",Q-E6 (S3),One MODEC row under the legal-entity rule (D2); survivor 93 vs 703 to confirm (Q-E6),operator,2026-09-22
26,MONADELPHOUS ENGINEERING ASSOCIATES PTY LTD,Major_Contractor,,2026-03-10,941,9,7,6,"A agreements spreadsheet (employer_wizard, Mar 2026)",Monadelphous (MEA / M&ISS / M Maintenance / MWOG),26 Monadelphous Group Limited (group root),keep (group root per D3; three children created),"kind=contractor; agreement_entity=false after EAs move; legal_name=Monadelphous Group Limited; abn=28 008 988 547 (source=abr, 2026-09-24); rename from MONADELPHOUS ENGINEERING ASSOCIATES PTY LTD — that name and ABN 52 008 861 836 go to the new MEA child, not to the root; EAs move: 24, 26, 82 → new MEA; 23, 126 → new M&ISS; 22, 125 → new M Maintenance Services; aliases: re-point MEA, MEA PTY LTD → MEA child; M&ISS PTY LTD → M&ISS child; M MAINTENANCE SERVICES PTY LTD → M Maintenance child; DELETE MMA (D12); keep Monadelphous; 941 workers stay on 26 in DA1.1 (attribution is S10); campaigns 23, 27, 59 keyed on 26 → unchanged; round=R2",Q-E7 (S10),"Group root; MEA, M&ISS and M Maintenance Services restored as agreement-entity children (D3)",operator,2026-09-22
731,MSS Security,Subcontractor,,2026-04-01,5,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),731 MSS Security,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Gorgon LNG 5, Wheatstone LNG 1 (site security); ABN: operator lookup; round=R3",S22,,,
795,MUA,,,2026-05-28,3,0,0,0,B2 worker import / manual (Apr–Aug 2026),MUA (union staff),795 Maritime Union of Australia,keep,"kind=union_staff; rename MUA → Maritime Union of Australia, alias MUA; campaign 50 keyed; round=R3",S24,,,
27,MWOG PTY LTD,,,2026-03-10,0,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Monadelphous (MWOG),27 MWOG Pty Ltd,subsidiary → child of 26,"kind=contractor; agreement_entity=true (EA 27, expired); legal_name=MWOG Pty Ltd; abn=67 614 889 351 (source=abr, 2026-09-24); set parent_employer_id=26; round=R2",—,Agreement entity under 26 (D3),operator,2026-09-22
746,NES Fircroft,Subcontractor,,2026-04-01,5,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",NES Fircroft (labour hire),746 NES Fircroft,keep,kind=labour_hire; round=R3,—,,,
73,NOBLE,,,2026-03-10,0,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Noble Corporation (acquired Diamond Offshore 2024),73 Noble Corporation plc,keep (survivor: absorbs 736; parent of 71),"kind=contractor (drilling); agreement_entity=true (EA 88); legal_name=Noble Corporation plc (foreign; no Australian ABN found); aliases+=[Noble Corporation, Noble Drilling]; round=R2",Q-E10 (S21),,,
736,Noble Corporation,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Noble,73 Noble Corporation plc,same_entity → merge into 73,1 worker (Noble Deliverer); no campaigns; alias Noble Corporation; round=R2,S21,,,
772,Nopsema,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",NOPSEMA (regulator),(not an employer),out_of_universe (decided; not an employer),kind=out_of_universe (regulator); 1 worker keeps employer 772 until DA4.3 gives it placement_status; round=R3,—,Not an employer: out_of_universe unless an admin rules otherwise (D11),operator,2026-09-22
773,North Kimberley Airport,Specialist,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(out of universe),out_of_universe (recommended),"regional airport operator; 1 worker, no worksite; round=R3",S23,,,
793,NorthStar Marine Coatings,Subcontractor,,2026-04-16,48,3,0,0,T? same-day batch as TestCo rows (9/16 Apr 2026) — verify,— (not in OA Universe; created 16 Apr 2026),(removed),removed by DA0.2 (on production 2026-09-24),none: row deleted with the synthetic dataset (D4); evidence columns are the 22 Sep values,—,"Remove with the synthetic dataset (D4): all workers on TEST worksites, no membership numbers",operator,2026-09-22
774,O-Tech Services Pty Ltd,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),774 O-Tech Services,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 1 worker, no worksite; ABN: operator lookup; round=R3",S22,,,
83,OCEANEERING AUSTRALIA PTY LTD,,,2026-03-10,38,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Oceaneering,83 Oceaneering Australia Pty. Limited,keep,"kind=contractor (ROV); agreement_entity=true (EA 108); abn=53 005 031 685 (source=abr, 2026-09-24); campaigns 64, 68 keyed; round=R2",—,,,
722,Oceania Engineering Services,Specialist,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),722 Oceania Engineering Services,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Prelude FLNG 3; ABN: operator lookup; round=R3,S22,,,
794,Offshore Crew Services Ltd,Major_Contractor,,2026-04-16,84,0,0,0,T? same-day batch as TestCo rows (9/16 Apr 2026) — verify,— (not in OA Universe; created 16 Apr 2026),(removed),removed by DA0.2 (on production 2026-09-24),none: row deleted with the synthetic dataset (D4); evidence columns are the 22 Sep values,—,"Remove with the synthetic dataset (D4): all workers on TEST worksites, no membership numbers",operator,2026-09-22
707,Offshore Services Australasia,Subcontractor,,2026-04-01,19,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)","OSA (Offshore Services Australasia, ex-Babcock, within CHC)",707 Offshore Services Australasia Pty Ltd,keep,"kind=contractor (helicopters; ex-Babcock, within CHC group); abn=58 141 024 606 (source=abr, 2026-09-24); parent CHC 53? — no (confidence M, leave unparented); aliases+=[OSA]; round=R2",—,,,
43,OSM Australia Pty Ltd,,,2026-03-10,96,27,7,1,"A agreements spreadsheet (employer_wizard, Mar 2026)",OSM Australia,43 OSM Australia Pty Ltd,keep,"kind=crew_provider; agreement_entity=true (7 EAs); abn=38 165 549 879 (source=abr, 2026-09-24); round=R2",—,,,
789,Pacific Coatings & Insulation,Subcontractor,,2026-04-09,55,1,0,0,T? same-day batch as TestCo rows (9/16 Apr 2026) — verify,— (not in OA Universe; created 9 Apr 2026),(removed),removed by DA0.2 (on production 2026-09-24),none: row deleted with the synthetic dataset (D4); evidence columns are the 22 Sep values,—,"Remove with the synthetic dataset (D4): all workers on TEST worksites, no membership numbers",operator,2026-09-22
711,Parabellum International,Subcontractor,,2026-04-01,21,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Parabellum International,711 Parabellum International Pty Ltd,keep,"kind=contractor (emergency response / medical); abn=61 147 457 305 (source=abr, 2026-09-24); campaigns 65, 66 keyed; round=R2",—,,,
737,Petrofac,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Petrofac (Northern Endeavour decommissioning),737 Petrofac Facilities Management,keep,"kind=facility_operator (Northern Endeavour decommissioning operator for the Commonwealth, 2022–25); confidence=H (map); ABN: none on ABR (foreign); watch contractor 14 already linked; round=R3",—,,,
54,PHI INTERNATIONAL AUSTRALIA,Specialist,,2026-03-10,46,6,3,2,"A agreements spreadsheet (employer_wizard, Mar 2026)",PHI,54 PHI International Australia Pty Ltd,keep (trim trailing space),"kind=contractor (helicopters); agreement_entity=true (EAs 61, 62, 63); abn=26 008 932 189 (source=abr, 2026-09-24); restore lost alias PHI INTERNATIONAL AUSTRALIA GASCOYNE ENGINEERING AND RAMP STAFF (canonical at merge 17); round=R2",S28,,,
701,Powertech Pty Ltd,Subcontractor,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Powertech,701 Powertech Pty Ltd,keep,kind=contractor; round=R3,—,,,
732,Pressure Dynamics,Subcontractor,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),732 Pressure Dynamics,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 0 workers (pressure testing); ABN: operator lookup; round=R3,S22,,,
830,Primero Group,Subcontractor,,2026-09-20,0,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",(check OA Universe),830 Primero Group,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 0 workers (mining / energy construction — universe edge); ABN: operator lookup; round=R3,S22,,,
28,PROGRAMMED OFFSHORE (AUSTRALIA) PTY LTD,,,2026-03-10,58,17,10,6,"A agreements spreadsheet (employer_wizard, Mar 2026)",Programmed Offshore / Programmed Marine / RFM Offshore (PERSOL),28 Programmed Offshore (Australia) Pty Ltd (group root),keep (group root per D3),"kind=crew_provider; agreement_entity=true (EA 28 + 64, 84, 112, 113 if 57 merges, S11); legal_name=Programmed Offshore (Australia) Pty Ltd; abn=44 109 339 433 (source=abr, 2026-09-24) (ex-Atlas Programmed Marine (Australia) Pty Ltd); EAs move to children: 45, 55, 75, 104 → Programmed Offshore Pty Ltd; 46 → RFM Offshore Pty Ltd; 56, 89, 114 → RFM OS Pty Ltd; 90 → Rigforce Contracting (798 under S12 option b); aliases re-pointed to those children; campaigns 57, 62, 64 keyed on 28 unchanged by the children (workers stay on 28); round=R2","Q-E7 (S11, S12)",Group root; Programmed Marine and RFM Offshore restored as agreement-entity children (D3); absorbs 798 (D12),operator,2026-09-22
775,Qetra,Subcontractor,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),775 Qetra,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 0 workers; ABN: operator lookup; round=R3,S22,,,
715,Qube Ports & Bulk,Specialist,,2026-04-01,11,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Qube Ports & Bulk,715 Qube Ports Pty Ltd (Qube Ports & Bulk),"keep (in universe, D11)","kind=contractor (ports / stevedoring; supply base); abn=46 123 021 492 (source=abr, confidence=M — division name Ports & Bulk); round=R3",—,In universe (D11: Qube in),operator,2026-09-22
738,Radiation Professionals Australia,Specialist,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),738 Radiation Professionals Australia,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Wheatstone LNG 1; ABN: operator lookup; round=R3,S22,,,
776,RCSS,Subcontractor,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),776 RCSS,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Wandoo B 1 (inactive); ABN: operator lookup; round=R3,S22,,,
716,Reach Subsea,Specialist,,2026-04-01,8,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Reach Subsea,716 Reach Subsea ASA,keep,"kind=contractor (ROV / USV); foreign, no AU ABN; campaign 64 keyed; round=R3",—,,,
798,Rigforce Pty Ltd,Subcontractor,,2026-06-10,15,5,0,0,B2 worker import / manual (Apr–Aug 2026),Rigforce (Programmed?),798 Rigforce Contracting Pty Ltd (child of 28) — recommended; D12 text says merge into 28,"subsidiary → child of 28 (recommended, S12 option b)","option b: rename to Rigforce Contracting Pty Ltd (abr historic name of ABN 22 637 150 746, now ACN 637 150 746 Pty Ltd), parent 28, agreement_entity=true, EA 90 moves from 28 to 798; keep alias Rigforce Pty Ltd; 15 workers, 5 roles, 7 OUs stay → no campaign change. option a (D12 as written): merge 798 → 28: pre-step delete campaign_employers (57, 798) (unique (campaign_id, employer_id) collision makes merge_employers fail), rewrite 7 unit_basis rows in campaign 57 with 4 collisions on (28,155), (28,158), (28,413), (28,null); campaign 64 ROV sector wide +15 active (+18 all) Rigforce drilling workers; campaign 62 unchanged (1 worker already a member); round=R2",Q-E16 (S12),Merge into 28 Programmed; keep name as alias (D12: Rigforce acquired by Programmed),operator,2026-09-22
777,Royal Flying Doctor Service,Specialist,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),777 Royal Flying Doctor Service,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Inpex Venturer 1 (medic?); universe edge; ABN: operator lookup; round=R3,S22,,,
739,Safehouse Habitats Australia,Specialist,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),739 Safehouse Habitats Australia,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Explorer CPF, Rankin North, Inpex Venturer (1 each); ABN: operator lookup; round=R3",S22,,,
747,Safety Direct Solutions,Specialist,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),747 Safety Direct Solutions,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Sapura Constructor 1 (inactive); ABN: operator lookup; round=R3,S22,,,
726,Saipem,,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Saipem,726 Saipem Australia (legal name: operator lookup),keep,kind=prime_contractor (marine key client); 3 workers (Castorone); vessels 3 + watch contractor 1 already linked; round=R2,—,,,
778,Saipem Leighton Consortium,Major_Contractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Saipem Leighton Consortium (historical JV),778 Saipem Leighton Consortium,keep,kind=prime_contractor; historical JV (Pluto/Gorgon era); no parent (a JV of two); 1 worker; round=R3,Q-E12 (S27),,,
692,Santos,Principal_Employer,,2026-03-13,46,0,0,0,"M manual (principal employers, Mar 2026)",Santos (Tier 2),692 Santos Limited,keep (group root),"kind=operator_tier2; agreement_entity=false; legal_name=Santos Limited; abn=80 007 550 923 (source=abr, 2026-09-24); aliases+=[Santos]; round=R1",—,,,
9,SANTOS WA ENERGY LIMITED VARANUS ISLAND HUB,,692,2026-03-10,0,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Santos,9 Santos WA Energy Limited,subsidiary → child of 692 (already parented),"kind=operator_tier2; agreement_entity=true (EA 9); legal_name=Santos WA Energy Limited; abn=39 009 301 964 (source=abr, 2026-09-24); rename from workgroup name; alias = SANTOS WA ENERGY LIMITED VARANUS ISLAND HUB; agreement_worksites 14 Varanus Island (exists); scope production_operations; round=R1",—,Santos WA Energy Ltd is a legal entity: keep as agreement-entity child of 692; agreement coverage = Varanus Island (D2 / D3),operator,2026-09-22
733,SchlumbergerAustralia Pty Ltd,Subcontractor,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Schlumberger / SLB,733 SLB (Schlumberger Australia Pty Ltd),keep (survivor: absorbs 779; parent of 720),"kind=contractor; legal_name=Schlumberger Australia Pty Ltd (ABN: operator lookup); aliases+=[SLB, Schlumberger]; round=R2",S20,,,
740,Score Group,,,2026-04-01,4,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),740 Score Group,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Inpex Venturer 4, Inpex Endeavour CPF 1 (valves); ABN: operator lookup; round=R3",S22,,,
799,Sea1 Offshore,,,2026-06-10,2,3,0,0,B2 worker import / manual (Apr–Aug 2026),Sea1 Offshore (ex-Siem Offshore Australia),799 Sea1 Offshore Australia Pty Ltd,keep (survivor: absorbs 831),"kind=contractor (vessel operator); abn=57 166 123 726 (source=abr, 2026-09-24) (ex-Siem Offshore Australia Pty Ltd); aliases+=[Siem Offshore, Siem Offshore Australia Pty Ltd, SEA1 Offshore]; round=R2",S16,,,
