employer_id,employer_name,employer_category,parent_employer_id,created,active_workers,worksite_roles,agreements,aliases,lineage,oa_universe_entity,proposed_canonical,proposed_relationship,proposed_action,open_question,decision,decided_by,decided_on
774,O-Tech Services Pty Ltd,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
83,OCEANEERING AUSTRALIA PTY LTD,,,2026-03-10,38,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Oceaneering,Oceaneering Australia Pty Ltd,canonical,keep,—,,,
722,Oceania Engineering Services,Specialist,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
794,Offshore Crew Services Ltd,Major_Contractor,,2026-04-16,84,0,0,0,T? same-day batch as TestCo rows (9/16 Apr 2026) — verify,— (not in OA Universe; created 16 Apr 2026),?,suspected synthetic,verify,Q-E19,"Remove with the synthetic dataset (D4): all workers on TEST worksites, no membership numbers",operator,2026-09-22
707,Offshore Services Australasia,Subcontractor,,2026-04-01,19,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)","OSA (Offshore Services Australasia, ex-Babcock, within CHC)",Offshore Services Australasia Pty Ltd,canonical,keep; parent CHC?,—,,,
43,OSM Australia Pty Ltd,,,2026-03-10,96,27,7,1,"A agreements spreadsheet (employer_wizard, Mar 2026)",OSM Australia,OSM Australia Pty Ltd,canonical,keep; kind=crew_provider,—,,,
789,Pacific Coatings & Insulation,Subcontractor,,2026-04-09,55,1,0,0,T? same-day batch as TestCo rows (9/16 Apr 2026) — verify,— (not in OA Universe; created 9 Apr 2026),?,suspected synthetic,verify,Q-E19,"Remove with the synthetic dataset (D4): all workers on TEST worksites, no membership numbers",operator,2026-09-22
711,Parabellum International,Subcontractor,,2026-04-01,21,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Parabellum International,Parabellum International Pty Ltd,canonical,keep,—,,,
737,Petrofac,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Petrofac (Northern Endeavour decommissioning),Petrofac Facilities Management,canonical,keep,—,,,
54,PHI INTERNATIONAL AUSTRALIA,Specialist,,2026-03-10,46,6,3,2,"A agreements spreadsheet (employer_wizard, Mar 2026)",PHI,PHI International Australia Pty Ltd,canonical (trailing space in name),trim name,—,,,
701,Powertech Pty Ltd,Subcontractor,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Powertech,Powertech Pty Ltd,canonical,keep,—,,,
732,Pressure Dynamics,Subcontractor,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
830,Primero Group,Subcontractor,,2026-09-20,0,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",(check OA Universe),?,new name from membership sync,review: match to canonical or accept as new employer; set kind,Q-E23 Should the membership sync create employers automatically?,,,
28,PROGRAMMED OFFSHORE (AUSTRALIA) PTY LTD,,,2026-03-10,58,17,10,6,"A agreements spreadsheet (employer_wizard, Mar 2026)",Programmed Offshore / Programmed Marine / RFM Offshore (PERSOL),Programmed Offshore (Australia) Pty Ltd,"canonical root; aliases fold Programmed Marine, RFM Offshore, RFM OS, Rigforce",consider agreement entities for Programmed Marine and RFM Offshore (distinct EAs),Q-E7 (same pattern as Monadelphous),Group root; Programmed Marine and RFM Offshore restored as agreement-entity children (D3); absorbs 798 (D12),operator,2026-09-22
775,Qetra,Subcontractor,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
715,Qube Ports & Bulk,Specialist,,2026-04-01,11,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Qube Ports & Bulk,Qube,port/stevedoring — universe edge,Q-E21 in or out?,Q-E21,In universe (D11: Qube in),operator,2026-09-22
738,Radiation Professionals Australia,Specialist,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
776,RCSS,Subcontractor,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
716,Reach Subsea,Specialist,,2026-04-01,8,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Reach Subsea,Reach Subsea ASA,canonical,keep,—,,,
798,Rigforce Pty Ltd,Subcontractor,,2026-06-10,15,5,0,0,B2 worker import / manual (Apr–Aug 2026),Rigforce (Programmed?),Rigforce Contracting Pty Ltd,"conflict: alias RIGFORCE→Programmed Offshore, but separate employer 798 has 15 workers and 5 roles",verify corporate relationship; then merge 798 → 28 or move agreements 90/114 to 798,Q-E16,Merge into 28 Programmed; keep name as alias (D12: Rigforce acquired by Programmed),operator,2026-09-22
777,Royal Flying Doctor Service,Specialist,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
739,Safehouse Habitats Australia,Specialist,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
747,Safety Direct Solutions,Specialist,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
726,Saipem,,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Saipem,Saipem Australia,canonical,keep; kind=marine key client,—,,,
778,Saipem Leighton Consortium,Major_Contractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Saipem Leighton Consortium (historical JV),Saipem Leighton Consortium,"JV, not a subsidiary",keep separate; parent_employer_id=726 optional; mark historical,Q-E12,,,
692,Santos,Principal_Employer,,2026-03-13,46,0,0,0,"M manual (principal employers, Mar 2026)",Santos (Tier 2),Santos Ltd,canonical root,keep; kind=operator_tier2 (owner classification),—,,,
9,SANTOS WA ENERGY LIMITED VARANUS ISLAND HUB,,692,2026-03-10,0,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Santos,Santos WA Energy Ltd,agreement workgroup of 692 (Varanus Island hub EA),keep as agreement entity,—,Santos WA Energy Ltd is a legal entity: keep as agreement-entity child of 692; agreement coverage = Varanus Island (D2 / D3),operator,2026-09-22
733,SchlumbergerAustralia Pty Ltd,Subcontractor,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Schlumberger / SLB,SLB Australia,canonical,keep; alias SLB,—,,,
740,Score Group,,,2026-04-01,4,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
799,Sea1 Offshore,,,2026-06-10,2,3,0,0,B2 worker import / manual (Apr–Aug 2026),Sea1 Offshore (ex-Siem Offshore Australia),Sea1 Offshore Australia Pty Ltd,canonical,keep; alias Siem Offshore,—,,,
75,SEDCO FOREX INTERNATIONAL INC,,,2026-03-10,29,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Transocean (Sedco Forex International = employing entity),Sedco Forex International Inc,agreement entity; no Transocean root exists,"create root 'Transocean' (kind=drilling contractor) and parent 75 under it, or keep 75 as canonical with alias 'Transocean'",Q-E14,,,
65,SGS PRELUDE CHEMISTS,,,2026-03-10,3,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",SGS,SGS Australia Pty Ltd,canonical (name carries the EA workgroup),rename; alias 'SGS Prelude Chemists',—,"Rename to SGS Australia; agreement coverage = Prelude FLNG, scope = chemists (D2)",operator,2026-09-22
688,Shell,Principal_Employer,,2026-03-13,20,0,0,0,"M manual (principal employers, Mar 2026)",Shell Australia (Tier 1),Shell Australia Pty Ltd,canonical root,keep; kind=operator_tier1,—,,,
10,SHELL PRELUDE,,688,2026-03-10,210,2,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Shell Australia,Shell Australia Pty Ltd,agreement workgroup of 688 (Prelude EA),keep as agreement entity,—,Merge into 688 Shell; agreement coverage = Prelude FLNG (D2),operator,2026-09-22
831,Siem Offshore,Specialist,,2026-09-21,1,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",Sea1 Offshore,Sea1 Offshore Australia Pty Ltd,rebrand duplicate (auto-created 21 Sep 2026),merge 831 → 799,—,,,
46,SIERA MARINE MANAGEMENT PTY LTD,,,2026-03-10,12,4,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Siera Marine Management,Siera Marine Management Pty Ltd,canonical,keep; alias Sierra,—,,,
727,Sitemec Engineering,Subcontractor,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
779,SLB,,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",SLB (Schlumberger),SLB Australia,duplicate,merge 779 → 733,—,,,
64,SODEXO REMOTE SITE,,,2026-03-10,51,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Sodexo Remote Sites,Sodexo Australia,canonical,keep,—,,,
47,SOLSTAD AUSTRALIA PTY LTD,,,2026-03-10,0,0,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Solstad Australia,Solstad Australia Pty Ltd,"canonical (agreement holder, 0 workers)",survivor,Q-E11,,,
717,Solstad Offshore ASA,Specialist,,2026-04-01,13,7,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Solstad Australia,Solstad Australia Pty Ltd,foreign parent used as employer; Australian entity 47 holds the EAs,merge 717 workers/roles → 47 (or parent link 47→717); canonical = Australian entity,Q-E11,,,
780,Sparrows Group,,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Altrad Sparrows,Altrad Sparrows,distinct EA entity within Altrad group,keep; parent_employer_id=29,—,,,
748,Steel Diamond,Subcontractor,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
728,Technip,Subcontractor,,2026-04-01,4,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Technip Energies / TechnipFMC (two companies),Technip Energies,ambiguous,"split or annotate: Technip Energies (HUC principal, Crux) vs TechnipFMC (subsea)",Q-E18,,,
15,TEEKAY SHIPPING (AUSTRALIA) PTY LTD,,,2026-03-10,3,1,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Teekay (Ningaloo Vision),Teekay Shipping (Australia) Pty Ltd,canonical (historical facility operator),keep; kind=facility_operator (historical),—,,,
791,TestCo 2,Producer,,2026-04-16,73,3,0,0,T? same-day batch as TestCo rows (9/16 Apr 2026) — verify,—,TEST DATA,synthetic,delete with its 73 workers and worksites 197–199 after confirmation,Q-E19,"Remove with the synthetic dataset (D4): all workers on TEST worksites, no membership numbers",operator,2026-09-22
787,TestCo Energy,Producer,,2026-04-09,80,1,0,0,T? same-day batch as TestCo rows (9/16 Apr 2026) — verify,—,TEST DATA,synthetic,delete with its 80 workers and worksite 196 after operator confirms,"Q-E19 Confirm the Apr-2026 test dataset (TestCo Energy, TestCo 2, and the six same-day contractors) is synthetic and can be removed from production","Remove with the synthetic dataset (D4): all workers on TEST worksites, no membership numbers",operator,2026-09-22
48,TIDEWATER SHIP MANAGEMENT (AUSTRALIA) PTY LTD,,,2026-03-10,13,10,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Tidewater,Tidewater Marine Australia,canonical,keep; note crews via Siera/OSM,—,,,
781,Titan Recruitment,,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Titan Recruitment,Titan Recruitment,labour hire,kind=labour_hire,—,,,
713,Toll Energy,Specialist,,2026-04-01,66,1,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Toll Energy,Toll Group,canonical,keep,—,,,
782,Toll West,,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Toll West,Toll Group,sibling business of 713,parent link to a Toll Group root or merge,Q-E13,,,
84,TOTAL MARINE TECHNOLOGY PTY LTD,,,2026-03-10,55,0,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",TMT,Total Marine Technology Pty Ltd,canonical,keep; alias TMT,—,,,
97,TRACE,,,2026-03-10,0,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",TRACE,Trace Offshore,canonical (agreement holder),keep,—,,,
749,Trace JV,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Trace JV,Trace Offshore,likely same,merge 749 → 97,—,,,
826,ugl,Subcontractor,,2026-09-17,6,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",UGL,UGL,duplicate (auto-created Sep 2026),merge 826 → 33,—,Merge into 33 UGL (D12),operator,2026-09-22
33,UGL RESOURCES (CONTRACTING) PTY LTD,,,2026-03-10,295,3,3,2,"A agreements spreadsheet (employer_wizard, Mar 2026)",UGL,UGL Pty Ltd / UGL Resources (Contracting),canonical,keep; alias 'ugl',Q-E9 Alias 'IAS GROUP'→UGL conflicts with separate employer 827 IAS Group (OA Universe: IAS = Innovative Asset Solutions). Which is right?,Survivor for UGL; absorbs 826 and 827 (D12),operator,2026-09-22
813,Unemployed,Specialist,,2026-06-10,2,2,0,0,B2 worker import / manual (Apr–Aug 2026),—,(placeholder),not an employer,retire; use membership status / employment status field,Q-E20,Retire; workers get placement_status reason code (D9 / Q-S3),operator,2026-09-22
800,Unknown,Specialist,,2026-06-10,4,0,0,0,B2 worker import / manual (Apr–Aug 2026),—,(placeholder),not an employer,retire; workers → employer NULL with reason 'unknown',Q-E20 Placeholder policy: allow NULL employer with a reason code instead of placeholder rows?,Retire; workers get placement_status reason code (D9 / Q-S3),operator,2026-09-22
11,UPSTREAM PRODUCTION SOLUTIONS PTY LTD,,,2026-03-10,0,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",UPS,Upstream Production Solutions Pty Ltd,canonical,keep; alias UPS,—,,,
702,Valaris Marine,Subcontractor,,2026-04-01,35,1,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Valaris (ex-Ensco),Valaris,canonical root,keep,—,,,
35,VENTIA AUSTRALIA PTY LTD,,,2026-03-10,28,2,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Ventia,Ventia Australia Pty Ltd,canonical,keep,—,,,
750,Veolia Environ Srvs,Specialist,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
694,Vermilion,Principal_Employer,,2026-03-27,3,0,0,0,"M manual (principal employers, Mar 2026)",Vermilion (Wandoo),Vermilion Oil & Gas Australia,canonical root,keep; kind=operator; not in OA Universe key assets — add Wandoo A/B to the map or mark out-of-scope,Q-E5 Is Vermilion/Wandoo in the organising universe?,In universe (D11: Wandoo in),operator,2026-09-22
698,Vertech,Specialist,,2026-03-31,52,1,0,0,"M manual (principal employers, Mar 2026)",Vertech,Vertech Group Pty Ltd,canonical,"keep; OA Universe scope check: inspection/rope access, not helicopters",—,,,
783,Viking Life-Saving Equipment,,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
784,Warrikal Mining,,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Warrikal (out of sector),Warrikal,out of universe,kind=out_of_universe,—,out_of_universe unless an admin rules otherwise (D11),operator,2026-09-22
785,Water Corporation WA,,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Water Corporation (out of sector),Water Corporation,out of universe,kind=out_of_universe,—,out_of_universe unless an admin rules otherwise (D11),operator,2026-09-22
708,Weatherford Australia,Subcontractor,,2026-04-01,5,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),(as is),unreviewed,review: confirm in universe; set kind; add ABN,—,,,
751,Wirringulla Workforce,Labour_Hire,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Wirringulla Workforce,Wirringulla Workforce,labour hire,keep,—,,,
34,WOOD,,,2026-03-10,20,0,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Wood,Wood Australia,canonical,keep,—,,,
689,Woodside,Principal_Employer,,2026-03-13,0,0,0,0,"M manual (principal employers, Mar 2026)",Woodside Energy (Tier 1),Woodside Energy Ltd,duplicate root of 13,merge 689 → 13 (13 carries the legal name and 217 workers); keep Principal_Employer kind on survivor,"Q-E2 Which id survives: 13 (legal name, workers) or 689 (Principal_Employer flag)?",Legal-entity rule: one Woodside row (D2); survivor 13 vs 689 to confirm (Q-E2),operator,2026-09-22
13,WOODSIDE ENERGY LTD,,,2026-03-10,217,3,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Woodside Energy (Tier 1),Woodside Energy Ltd,canonical root,keep; set kind=operator_tier1,Q-E2,Legal-entity rule: one Woodside row (D2); survivor 13 vs 689 to confirm (Q-E2),operator,2026-09-22
12,WOODSIDE ENERGY LTD NGUJIMA-YIN AND OHKA FPSO,,13,2026-03-10,0,5,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Woodside Energy,Woodside Energy Ltd,agreement workgroup of 13 (Ngujima-Yin & Okha FPSO EA),keep as agreement entity,—,Merge into the surviving Woodside row; agreement coverage = Ngujima-Yin FPSO + Okha FPSO (D2),operator,2026-09-22
14,WOODSIDE ENERGY MACEDON GAS PLANT,,13,2026-03-10,0,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Woodside Energy,Woodside Energy Ltd,agreement workgroup of 13 (Macedon EA),keep as agreement entity,—,Merge into the surviving Woodside row; agreement coverage = Macedon Gas Plant (D2),operator,2026-09-22
98,WORKFORCE LOGISTICS PTY LTD,,,2026-03-10,0,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Workforce Logistics,Workforce Logistics Pty Ltd,canonical (AGC EA),keep,—,,,
36,XELERATOR PTY LTD,,,2026-03-10,0,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Xelerator,Xelerator Pty Ltd,canonical,keep,—,,,
786,Zenith Energy,,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Zenith Energy,Zenith Energy,out of universe (power),kind=out_of_universe,—,out_of_universe unless an admin rules otherwise (D11),operator,2026-09-22
